Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAgg,FineAgg,AgeDays,W.C,StrengthMPa
194.7,0,100.5,170.2,7.5,998,901.8,14,0.874165383,24.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,0.767303103,20.73
165,0,143.6,163.8,0,1005.6,900.9,28,0.992727273,26.2
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,1.061212121,46.39
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,1.010674157,39.16
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,1.048387097,41.2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,0.909512761,33.69
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,0.949855908,38.2
167,75.4,167,164,7.9,1007.3,770.1,28,0.982035928,41.41
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,0.99136939,37.81
190.3,0,125.2,166.6,9.9,1079,798.9,28,0.8754598,24.85
250,0,95.7,191.8,5.3,948.9,857.2,28,0.7672,27.22
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,0.745667447,44.64
194.7,0,100.5,170.2,7.5,998,901.8,28,0.874165383,37.27
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,0.767303103,33.27
165,0,143.6,163.8,0,1005.6,900.9,56,0.992727273,36.56
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,1.061212121,53.72
178,129.8,118.6,179.9,3.6,1007.3,746.8,56,1.010674157,48.59
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,1.048387097,51.72
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,0.909512761,35.85
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,0.949855908,53.77
167,75.4,167,164,7.9,1007.3,770.1,56,0.982035928,53.46
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,0.99136939,48.99
190.3,0,125.2,166.6,9.9,1079,798.9,56,0.8754598,31.72
250,0,95.7,191.8,5.3,948.9,857.2,56,0.7672,39.64
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,0.745667447,51.26
194.7,0,100.5,170.2,7.5,998,901.8,56,0.874165383,43.39
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,0.767303103,39.27
165,0,143.6,163.8,0,1005.6,900.9,100,0.992727273,37.96
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,1.061212121,55.02
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,1.010674157,49.99
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,1.048387097,53.66
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,0.909512761,37.68
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,0.949855908,56.06
167,75.4,167,164,7.9,1007.3,770.1,100,0.982035928,56.81
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,0.99136939,50.94
190.3,0,125.2,166.6,9.9,1079,798.9,100,0.8754598,33.56
250,0,95.7,191.8,5.3,948.9,857.2,100,0.7672,41.16
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,0.745667447,52.96
194.7,0,100.5,170.2,7.5,998,901.8,100,0.874165383,44.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,0.767303103,40.15
446,24,79,162,11.6,967,712,28,0.3632287,57.03
446,24,79,162,11.6,967,712,28,0.3632287,44.42
446,24,79,162,11.6,967,712,28,0.3632287,51.02
446,24,79,162,10.3,967,712,28,0.3632287,53.39
446,24,79,162,11.6,967,712,3,0.3632287,35.36
446,24,79,162,11.6,967,712,3,0.3632287,25.02
446,24,79,162,11.6,967,712,3,0.3632287,23.35
446,24,79,162,11.6,967,712,7,0.3632287,52.01
446,24,79,162,11.6,967,712,7,0.3632287,38.02
446,24,79,162,11.6,967,712,7,0.3632287,39.3
446,24,79,162,11.6,967,712,56,0.3632287,61.07
446,24,79,162,11.6,967,712,56,0.3632287,56.14
446,24,79,162,11.6,967,712,56,0.3632287,55.25
446,24,79,162,10.3,967,712,56,0.3632287,54.77
387,20,94,157,14.3,938,845,28,0.405684755,50.24
387,20,94,157,13.9,938,845,28,0.405684755,46.68
387,20,94,157,11.6,938,845,28,0.405684755,46.68
387,20,94,157,14.3,938,845,3,0.405684755,22.75
387,20,94,157,13.9,938,845,3,0.405684755,25.51
387,20,94,157,11.6,938,845,3,0.405684755,34.77
387,20,94,157,14.3,938,845,7,0.405684755,36.84
387,20,94,157,13.9,938,845,7,0.405684755,45.9
387,20,94,157,11.6,938,845,7,0.405684755,41.67
387,20,94,157,14.3,938,845,56,0.405684755,56.34
387,20,94,157,13.9,938,845,56,0.405684755,47.97
387,20,94,157,11.6,938,845,56,0.405684755,61.46
355,19,97,145,13.1,967,871,28,0.408450704,44.03
355,19,97,145,12.3,967,871,28,0.408450704,55.45
491,26,123,210,3.9,882,699,28,0.427698574,55.55
491,26,123,201,3.9,822,699,28,0.409368635,57.92
491,26,123,210,3.9,882,699,3,0.427698574,25.61
491,26,123,210,3.9,882,699,7,0.427698574,33.49
491,26,123,210,3.9,882,699,56,0.427698574,59.59
491,26,123,201,3.9,822,699,3,0.409368635,29.55
491,26,123,201,3.9,822,699,7,0.409368635,37.92
491,26,123,201,3.9,822,699,56,0.409368635,61.86
424,22,132,178,8.5,822,750,28,0.419811321,62.05
424,22,132,178,8.5,882,750,3,0.419811321,32.01
424,22,132,168,8.9,822,750,28,0.396226415,72.1
424,22,132,178,8.5,822,750,7,0.419811321,39
424,22,132,178,8.5,822,750,56,0.419811321,65.7
424,22,132,168,8.9,822,750,3,0.396226415,32.11
424,22,132,168,8.9,822,750,7,0.396226415,40.29
424,22,132,168,8.9,822,750,56,0.396226415,74.36
202,11,141,206,1.7,942,801,28,1.01980198,21.97
202,11,141,206,1.7,942,801,3,1.01980198,9.85
202,11,141,206,1.7,942,801,7,1.01980198,15.07
202,11,141,206,1.7,942,801,56,1.01980198,23.25
284,15,141,179,5.5,842,801,28,0.63028169,43.73
284,15,141,179,5.5,842,801,3,0.63028169,13.4
284,15,141,179,5.5,842,801,7,0.63028169,24.13
284,15,141,179,5.5,842,801,56,0.63028169,44.52
359,19,141,154,10.9,942,801,28,0.428969359,62.94
359,19,141,154,10.9,942,801,28,0.428969359,59.49
359,19,141,154,10.9,942,801,3,0.428969359,25.12
359,19,141,154,10.9,942,801,3,0.428969359,23.64
359,19,141,154,10.9,942,801,7,0.428969359,35.75
359,19,141,154,10.9,942,801,7,0.428969359,38.61
359,19,141,154,10.9,942,801,56,0.428969359,68.75
359,19,141,154,10.9,942,801,56,0.428969359,66.78
436,0,0,218,0,838.4,719.7,28,0.5,23.85
289,0,0,192,0,913.2,895.3,90,0.664359862,32.07
289,0,0,192,0,913.2,895.3,3,0.664359862,11.65
393,0,0,192,0,940.6,785.6,3,0.488549618,19.2
393,0,0,192,0,940.6,785.6,90,0.488549618,48.85
393,0,0,192,0,940.6,785.6,28,0.488549618,39.6
480,0,0,192,0,936.2,712.2,28,0.4,43.94
480,0,0,192,0,936.2,712.2,7,0.4,34.57
480,0,0,192,0,936.2,712.2,90,0.4,54.32
480,0,0,192,0,936.2,712.2,3,0.4,24.4
333,0,0,192,0,931.2,842.6,3,0.576576577,15.62
255,0,0,192,0,889.8,945,90,0.752941176,21.86
255,0,0,192,0,889.8,945,7,0.752941176,10.22
289,0,0,192,0,913.2,895.3,7,0.664359862,14.6
255,0,0,192,0,889.8,945,28,0.752941176,18.75
333,0,0,192,0,931.2,842.6,28,0.576576577,31.97
333,0,0,192,0,931.2,842.6,7,0.576576577,23.4
289,0,0,192,0,913.2,895.3,28,0.664359862,25.57
333,0,0,192,0,931.2,842.6,90,0.576576577,41.68
393,0,0,192,0,940.6,785.6,7,0.488549618,27.74
255,0,0,192,0,889.8,945,3,0.752941176,8.2
158.8,238.2,0,185.7,0,1040.6,734.3,7,1.169395466,9.62
238.2,158.8,0,185.7,0,1040.6,734.3,7,0.779596977,15.69
181.9,272.8,0,185.7,0,1012.4,714.3,28,1.020890599,27.94
193.5,290.2,0,185.7,0,998.2,704.3,28,0.959689922,32.63
255.5,170.3,0,185.7,0,1026.6,724.3,7,0.726810176,17.24
272.8,181.9,0,185.7,0,1012.4,714.3,7,0.680718475,19.77
220.8,147.2,0,185.7,0,1055,744.3,28,0.841032609,25.75
397,0,0,185.7,0,1040.6,734.3,28,0.467758186,33.08
382.5,0,0,185.7,0,1047.8,739.3,7,0.485490196,24.07
210.7,316.1,0,185.7,0,977,689.3,7,0.881347888,21.82
158.8,238.2,0,185.7,0,1040.6,734.3,28,1.169395466,21.07
295.8,0,0,185.7,0,1091.4,769.3,7,0.627789047,14.84
255.5,170.3,0,185.7,0,1026.6,724.3,28,0.726810176,32.05
203.5,135.7,0,185.7,0,1076.2,759.3,7,0.912530713,11.96
397,0,0,185.7,0,1040.6,734.3,7,0.467758186,25.45
381.4,0,0,185.7,0,1104.6,784.3,28,0.486890404,22.49
295.8,0,0,185.7,0,1091.4,769.3,28,0.627789047,25.22
220.8,147.2,0,185.7,0,1055,744.3,7,0.841032609,13.09
316.1,210.7,0,185.7,0,977,689.3,28,0.587472319,38.7
135.7,203.5,0,185.7,0,1076.2,759.3,7,1.368459838,7.51
238.1,0,0,185.7,0,1118.8,789.3,28,0.779924402,17.58
339.2,0,0,185.7,0,1069.2,754.3,7,0.547464623,21.18
135.7,203.5,0,185.7,0,1076.2,759.3,28,1.368459838,18.2
193.5,290.2,0,185.7,0,998.2,704.3,7,0.959689922,17.2
203.5,135.7,0,185.7,0,1076.2,759.3,28,0.912530713,22.63
290.2,193.5,0,185.7,0,998.2,704.3,7,0.639903515,21.86
181.9,272.8,0,185.7,0,1012.4,714.3,7,1.020890599,12.37
170.3,155.5,0,185.7,0,1026.6,724.3,28,1.090428655,25.73
210.7,316.1,0,185.7,0,977,689.3,28,0.881347888,37.81
290.2,193.5,0,185.7,0,998.2,704.3,28,0.639903515,33.04
381.4,0,0,185.7,0,1104.6,784.3,7,0.486890404,14.54
238.2,158.8,0,185.7,0,1040.6,734.3,28,0.779596977,26.91
186.2,124.1,0,185.7,0,1083.4,764.3,7,0.997314715,8
339.2,0,0,185.7,0,1069.2,754.3,28,0.547464623,31.9
238.1,0,0,185.7,0,1118.8,789.3,7,0.779924402,10.34
252.5,0,0,185.7,0,1111.6,784.3,28,0.735445545,19.77
382.5,0,0,185.7,0,1047.8,739.3,28,0.485490196,37.44
252.5,0,0,185.7,0,1111.6,784.3,7,0.735445545,11.48
316.1,210.7,0,185.7,0,977,689.3,7,0.587472319,24.44
186.2,124.1,0,185.7,0,1083.4,764.3,28,0.997314715,17.6
170.3,155.5,0,185.7,0,1026.6,724.3,7,1.090428655,10.73
272.8,181.9,0,185.7,0,1012.4,714.3,28,0.680718475,31.38
339,0,0,197,0,968,781,3,0.581120944,13.22
339,0,0,197,0,968,781,7,0.581120944,20.97
339,0,0,197,0,968,781,14,0.581120944,27.04
339,0,0,197,0,968,781,28,0.581120944,32.04
339,0,0,197,0,968,781,90,0.581120944,35.17
339,0,0,197,0,968,781,180,0.581120944,36.45
339,0,0,197,0,968,781,365,0.581120944,38.89
236,0,0,194,0,968,885,3,0.822033898,6.47
236,0,0,194,0,968,885,14,0.822033898,12.84
236,0,0,194,0,968,885,28,0.822033898,18.42
236,0,0,194,0,968,885,90,0.822033898,21.95
236,0,0,193,0,968,885,180,0.81779661,24.1
236,0,0,193,0,968,885,365,0.81779661,25.08
277,0,0,191,0,968,856,14,0.689530686,21.26
277,0,0,191,0,968,856,28,0.689530686,25.97
277,0,0,191,0,968,856,3,0.689530686,11.36
277,0,0,191,0,968,856,90,0.689530686,31.25
277,0,0,191,0,968,856,180,0.689530686,32.33
277,0,0,191,0,968,856,360,0.689530686,33.7
254,0,0,198,0,968,863,3,0.779527559,9.31
254,0,0,198,0,968,863,90,0.779527559,26.94
254,0,0,198,0,968,863,180,0.779527559,27.63
254,0,0,198,0,968,863,365,0.779527559,29.79
307,0,0,193,0,968,812,180,0.628664495,34.49
307,0,0,193,0,968,812,365,0.628664495,36.15
307,0,0,193,0,968,812,3,0.628664495,12.54
307,0,0,193,0,968,812,28,0.628664495,27.53
307,0,0,193,0,968,812,90,0.628664495,32.92
236,0,0,193,0,968,885,7,0.81779661,9.99
200,0,0,180,0,1125,845,7,0.9,7.84
200,0,0,180,0,1125,845,28,0.9,12.25
225,0,0,181,0,1113,833,7,0.804444444,11.17
225,0,0,181,0,1113,833,28,0.804444444,17.34
325,0,0,184,0,1063,783,7,0.566153846,17.54
325,0,0,184,0,1063,783,28,0.566153846,30.57
275,0,0,183,0,1088,808,7,0.665454545,14.2
275,0,0,183,0,1088,808,28,0.665454545,24.5
300,0,0,184,0,1075,795,7,0.613333333,15.58
300,0,0,184,0,1075,795,28,0.613333333,26.85
375,0,0,186,0,1038,758,7,0.496,26.06
375,0,0,186,0,1038,758,28,0.496,38.21
400,0,0,187,0,1025,745,28,0.4675,43.7
400,0,0,187,0,1025,745,7,0.4675,30.14
250,0,0,182,0,1100,820,7,0.728,12.73
250,0,0,182,0,1100,820,28,0.728,20.87
350,0,0,186,0,1050,770,7,0.531428571,20.28
350,0,0,186,0,1050,770,28,0.531428571,34.29
203.5,305.3,0,203.5,0,963.4,630,7,1,19.54
250.2,166.8,0,203.5,0,977.6,694.1,90,0.813349321,47.71
157,236,0,192,0,935.4,781.2,90,1.222929936,43.38
141.3,212,0,203.5,0,971.8,748.5,28,1.44019816,29.89
166.8,250.2,0,203.5,0,975.6,692.6,3,1.220023981,6.9
183.9,122.6,0,203.5,0,959.2,800,3,1.106579663,4.9
166.8,250.2,0,203.5,0,975.6,692.6,28,1.220023981,33.95
200,133,0,192,0,965.4,806.2,3,0.96,11.41
305.3,203.5,0,203.5,0,965.4,631,7,0.666557484,25.89
141.3,212,0,203.5,0,971.8,748.5,7,1.44019816,10.39
157,236,0,192,0,935.4,781.2,28,1.222929936,33.66
133,200,0,192,0,927.4,839.2,28,1.443609023,27.87
250.2,166.8,0,203.5,0,977.6,694.1,7,0.813349321,19.35
173,116,0,192,0,946.8,856.8,7,1.10982659,11.39
192,288,0,192,0,929.8,716.1,3,1,12.79
192,288,0,192,0,929.8,716.1,28,1,39.32
153,102,0,192,0,888,943.1,3,1.254901961,4.78
288,192,0,192,0,932,717.8,3,0.666666667,16.11
305.3,203.5,0,203.5,0,965.4,631,28,0.666557484,43.38
236,157,0,192,0,972.6,749.1,7,0.813559322,20.42
173,116,0,192,0,946.8,856.8,3,1.10982659,6.94
212,141.3,0,203.5,0,973.4,750,7,0.95990566,15.03
236,157,0,192,0,972.6,749.1,3,0.813559322,13.57
183.9,122.6,0,203.5,0,959.2,800,90,1.106579663,32.53
166.8,250.2,0,203.5,0,975.6,692.6,7,1.220023981,15.75
288,192,0,192,0,932,717.8,28,0.666666667,38.8
212,141.3,0,203.5,0,973.4,750,28,0.95990566,33
173,116,0,192,0,946.8,856.8,28,1.10982659,24.28
183.9,122.6,0,203.5,0,959.2,800,28,1.106579663,24.05
133,200,0,192,0,927.4,839.2,90,1.443609023,36.59
192,288,0,192,0,929.8,716.1,90,1,50.73
133,200,0,192,0,927.4,839.2,7,1.443609023,13.66
305.3,203.5,0,203.5,0,965.4,631,3,0.666557484,14.14
236,157,0,192,0,972.6,749.1,90,0.813559322,47.78
157,236,0,192,0,935.4,781.2,7,1.222929936,16.89
288,192,0,192,0,932,717.8,7,0.666666667,23.52
212,141.3,0,203.5,0,973.4,750,3,0.95990566,6.81
212,141.3,0,203.5,0,973.4,750,90,0.95990566,39.7
153,102,0,192,0,888,943.1,28,1.254901961,17.96
236,157,0,192,0,972.6,749.1,28,0.813559322,32.88
183.9,122.6,0,203.5,0,959.2,800,7,1.106579663,10.79
203.5,305.3,0,203.5,0,963.4,630,28,1,41.68
203.5,305.3,0,203.5,0,963.4,630,3,1,9.56
133,200,0,192,0,927.4,839.2,3,1.443609023,6.88
288,192,0,192,0,932,717.8,90,0.666666667,50.53
200,133,0,192,0,965.4,806.2,7,0.96,17.17
200,133,0,192,0,965.4,806.2,28,0.96,30.44
250.2,166.8,0,203.5,0,977.6,694.1,3,0.813349321,9.73
153,102,0,192,0,888,943.1,90,1.254901961,26.32
200,133,0,192,0,965.4,806.2,90,0.96,43.25
173,116,0,192,0,946.8,856.8,90,1.10982659,32.1
250.2,166.8,0,203.5,0,977.6,694.1,28,0.813349321,36.96
305.3,203.5,0,203.5,0,965.4,631,90,0.666557484,54.6
192,288,0,192,0,929.8,716.1,7,1,21.48
157,236,0,192,0,935.4,781.2,3,1.222929936,9.69
153,102,0,192,0,888,943.1,7,1.254901961,8.37
141.3,212,0,203.5,0,971.8,748.5,90,1.44019816,39.66
141.3,212,0,203.5,0,971.8,748.5,3,1.44019816,4.83
166.8,250.2,0,203.5,0,975.6,692.6,90,1.220023981,43.57
203.5,305.3,0,203.5,0,963.4,630,90,1,51.86
310,0,0,192,0,1012,830,3,0.619354839,11.85
310,0,0,192,0,1012,830,7,0.619354839,17.24
310,0,0,192,0,1012,830,28,0.619354839,27.83
310,0,0,192,0,1012,830,90,0.619354839,35.76
310,0,0,192,0,1012,830,120,0.619354839,38.7
331,0,0,192,0,1025,821,3,0.580060423,14.31
331,0,0,192,0,1025,821,7,0.580060423,17.44
331,0,0,192,0,1025,821,28,0.580060423,31.74
331,0,0,192,0,1025,821,90,0.580060423,37.91
331,0,0,192,0,1025,821,120,0.580060423,39.38
349,0,0,192,0,1056,809,3,0.550143266,15.87
349,0,0,192,0,1056,809,7,0.550143266,9.01
349,0,0,192,0,1056,809,28,0.550143266,33.61
349,0,0,192,0,1056,809,90,0.550143266,40.66
349,0,0,192,0,1056,809,120,0.550143266,40.86
238,0,0,186,0,1119,789,7,0.781512605,12.05
238,0,0,186,0,1119,789,28,0.781512605,17.54
296,0,0,186,0,1090,769,7,0.628378378,18.91
296,0,0,186,0,1090,769,28,0.628378378,25.18
297,0,0,186,0,1040,734,7,0.626262626,30.96
480,0,0,192,0,936,721,28,0.4,43.89
480,0,0,192,0,936,721,90,0.4,54.28
397,0,0,186,0,1040,734,28,0.468513854,36.94
281,0,0,186,0,1104,774,7,0.661921708,14.5
281,0,0,185,0,1104,774,28,0.658362989,22.44
500,0,0,200,0,1125,613,1,0.4,12.64
500,0,0,200,0,1125,613,3,0.4,26.06
500,0,0,200,0,1125,613,7,0.4,33.21
500,0,0,200,0,1125,613,14,0.4,36.94
500,0,0,200,0,1125,613,28,0.4,44.09
540,0,0,173,0,1125,613,7,0.32037037,52.61
540,0,0,173,0,1125,613,14,0.32037037,59.76
540,0,0,173,0,1125,613,28,0.32037037,67.31
540,0,0,173,0,1125,613,90,0.32037037,69.66
540,0,0,173,0,1125,613,180,0.32037037,71.62
540,0,0,173,0,1125,613,270,0.32037037,74.17
350,0,0,203,0,974,775,7,0.58,18.13
350,0,0,203,0,974,775,14,0.58,22.53
350,0,0,203,0,974,775,28,0.58,27.34
350,0,0,203,0,974,775,56,0.58,29.98
350,0,0,203,0,974,775,90,0.58,31.35
350,0,0,203,0,974,775,180,0.58,32.72
385,0,0,186,0,966,763,1,0.483116883,6.27
385,0,0,186,0,966,763,3,0.483116883,14.7
385,0,0,186,0,966,763,7,0.483116883,23.22
385,0,0,186,0,966,763,14,0.483116883,27.92
385,0,0,186,0,966,763,28,0.483116883,31.35
331,0,0,192,0,978,825,180,0.580060423,39
331,0,0,192,0,978,825,360,0.580060423,41.24
349,0,0,192,0,1047,806,3,0.550143266,14.99
331,0,0,192,0,978,825,3,0.580060423,13.52
382,0,0,186,0,1047,739,7,0.486910995,24
382,0,0,186,0,1047,739,28,0.486910995,37.42
382,0,0,186,0,1111,784,7,0.486910995,11.47
281,0,0,186,0,1104,774,28,0.661921708,22.44
339,0,0,185,0,1069,754,7,0.545722714,21.16
339,0,0,185,0,1069,754,28,0.545722714,31.84
295,0,0,185,0,1069,769,7,0.627118644,14.8
295,0,0,185,0,1069,769,28,0.627118644,25.18
238,0,0,185,0,1118,789,28,0.777310924,17.54
296,0,0,192,0,1085,765,7,0.648648649,14.2
296,0,0,192,0,1085,765,28,0.648648649,21.65
296,0,0,192,0,1085,765,90,0.648648649,29.39
331,0,0,192,0,879,825,3,0.580060423,13.52
331,0,0,192,0,978,825,7,0.580060423,16.26
331,0,0,192,0,978,825,28,0.580060423,31.45
331,0,0,192,0,978,825,90,0.580060423,37.23
349,0,0,192,0,1047,806,7,0.550143266,18.13
349,0,0,192,0,1047,806,28,0.550143266,32.72
349,0,0,192,0,1047,806,90,0.550143266,39.49
349,0,0,192,0,1047,806,180,0.550143266,41.05
349,0,0,192,0,1047,806,360,0.550143266,42.13
302,0,0,203,0,974,817,14,0.67218543,18.13
302,0,0,203,0,974,817,180,0.67218543,26.74
525,0,0,189,0,1125,613,180,0.36,61.92
500,0,0,200,0,1125,613,90,0.4,47.22
500,0,0,200,0,1125,613,180,0.4,51.04
500,0,0,200,0,1125,613,270,0.4,55.16
540,0,0,173,0,1125,613,3,0.32037037,41.64
252,0,0,185,0,1111,784,7,0.734126984,13.71
252,0,0,185,0,1111,784,28,0.734126984,19.69
339,0,0,185,0,1060,754,28,0.545722714,31.65
393,0,0,192,0,940,758,3,0.488549618,19.11
393,0,0,192,0,940,758,28,0.488549618,39.58
393,0,0,192,0,940,758,90,0.488549618,48.79
382,0,0,185,0,1047,739,7,0.484293194,24
382,0,0,185,0,1047,739,28,0.484293194,37.42
252,0,0,186,0,1111,784,7,0.738095238,11.47
252,0,0,185,0,1111,784,28,0.734126984,19.69
310,0,0,192,0,970,850,7,0.619354839,14.99
310,0,0,192,0,970,850,28,0.619354839,27.92
310,0,0,192,0,970,850,90,0.619354839,34.68
310,0,0,192,0,970,850,180,0.619354839,37.33
310,0,0,192,0,970,850,360,0.619354839,38.11
525,0,0,189,0,1125,613,3,0.36,33.8
525,0,0,189,0,1125,613,7,0.36,42.42
525,0,0,189,0,1125,613,14,0.36,48.4
525,0,0,189,0,1125,613,28,0.36,55.94
525,0,0,189,0,1125,613,90,0.36,58.78
525,0,0,189,0,1125,613,270,0.36,67.11
322,0,0,203,0,974,800,14,0.630434783,20.77
322,0,0,203,0,974,800,28,0.630434783,25.18
322,0,0,203,0,974,800,180,0.630434783,29.59
302,0,0,203,0,974,817,28,0.67218543,21.75
397,0,0,185,0,1040,734,28,0.465994962,39.09
480,0,0,192,0,936,721,3,0.4,24.39
522,0,0,146,0,896,896,7,0.279693487,50.51
522,0,0,146,0,896,896,28,0.279693487,74.99
273,105,82,210,9,904,680,28,0.769230769,37.17
162,190,148,179,19,838,741,28,1.104938272,33.76
154,144,112,220,10,923,658,28,1.428571429,16.5
147,115,89,202,9,860,829,28,1.37414966,19.99
152,178,139,168,18,944,695,28,1.105263158,36.35
310,143,111,168,22,914,651,28,0.541935484,33.69
144,0,175,158,18,943,844,28,1.097222222,15.42
304,140,0,214,6,895,722,28,0.703947368,33.42
374,0,0,190,7,1013,730,28,0.50802139,39.05
159,149,116,175,15,953,720,28,1.100628931,27.68
153,239,0,200,6,1002,684,28,1.307189542,26.86
310,143,0,168,10,914,804,28,0.541935484,45.3
305,0,100,196,10,959,705,28,0.642622951,30.12
151,0,184,167,12,991,772,28,1.105960265,15.57
142,167,130,174,11,883,785,28,1.225352113,44.61
298,137,107,201,6,878,655,28,0.674496644,53.52
321,164,0,190,5,870,774,28,0.591900312,57.21
366,187,0,191,7,824,757,28,0.521857923,65.91
280,129,100,172,9,825,805,28,0.614285714,52.82
252,97,76,194,8,835,821,28,0.76984127,33.4
165,0,150,182,12,1023,729,28,1.103030303,18.03
156,243,0,180,11,1022,698,28,1.153846154,37.36
160,188,146,203,11,829,710,28,1.26875,32.84
298,0,107,186,6,879,815,28,0.624161074,42.64
318,0,126,210,6,861,737,28,0.660377358,40.06
287,121,94,188,9,904,696,28,0.655052265,41.94
326,166,0,174,9,882,790,28,0.533742331,61.23
356,0,142,193,11,801,778,28,0.542134831,40.87
132,207,161,179,5,867,736,28,1.356060606,33.3
322,149,0,186,8,951,709,28,0.577639752,52.42
164,0,200,181,13,849,846,28,1.103658537,15.09
314,0,113,170,10,925,783,28,0.541401274,38.46
321,0,128,182,11,870,780,28,0.566978193,37.26
288,121,0,177,7,908,829,28,0.614583333,42.13
298,0,107,210,11,880,744,28,0.704697987,31.87
265,111,86,195,6,833,790,28,0.735849057,41.54
160,250,0,168,12,1049,688,28,1.05,39.45
166,260,0,183,13,859,827,28,1.102409639,37.91
276,116,90,180,9,870,768,28,0.652173913,44.28
322,0,116,196,10,818,813,28,0.608695652,31.18
149,139,109,193,6,892,780,28,1.295302013,23.69
159,187,0,176,11,990,789,28,1.106918239,32.76
261,100,78,201,9,864,761,28,0.770114943,32.4
313,0,113,178,8,1002,689,28,0.568690096,36.8
155,183,0,193,9,1047,697,28,1.24516129,18.28
146,230,0,202,3,827,872,28,1.383561644,33.06
296,0,107,221,11,819,778,28,0.746621622,31.42
133,210,0,196,3,949,795,28,1.473684211,31.03
313,145,0,178,8,867,824,28,0.568690096,44.39
152,0,112,184,8,992,816,28,1.210526316,12.18
153,145,113,178,8,1002,689,28,1.163398693,25.56
140,133,103,200,7,916,753,28,1.428571429,36.44
149,236,0,176,13,847,893,28,1.181208054,32.96
300,0,120,212,10,878,728,28,0.706666667,23.84
153,145,113,178,8,867,824,28,1.163398693,26.23
148,0,137,158,16,1002,830,28,1.067567568,17.95
326,0,138,199,11,801,792,28,0.610429448,40.68
153,145,0,178,8,1000,822,28,1.163398693,19.01
262,111,86,195,5,895,733,28,0.744274809,33.72
158,0,195,220,11,898,713,28,1.392405063,8.54
151,0,185,167,16,1074,678,28,1.105960265,13.46
273,0,90,199,11,931,762,28,0.728937729,32.24
149,118,92,183,7,953,780,28,1.228187919,23.52
143,169,143,191,8,967,643,28,1.335664336,29.72
260,101,78,171,10,936,763,28,0.657692308,49.77
313,161,0,178,10,917,759,28,0.568690096,52.44
284,120,0,168,7,970,794,28,0.591549296,40.93
336,0,0,182,3,986,817,28,0.541666667,44.86
145,0,134,181,11,979,812,28,1.248275862,13.2
150,237,0,174,12,1069,675,28,1.16,37.43
144,170,133,192,8,814,805,28,1.333333333,29.87
331,170,0,195,8,811,802,28,0.589123867,56.61
155,0,143,193,9,1047,697,28,1.24516129,12.46
155,183,0,193,9,877,868,28,1.24516129,23.79
135,0,166,180,10,961,805,28,1.333333333,13.29
266,112,87,178,10,910,745,28,0.669172932,39.42
314,145,113,179,8,869,690,28,0.570063694,46.23
146,173,0,182,3,986,817,28,1.246575342,23.74
144,136,106,178,7,941,774,28,1.236111111,26.14
148,0,182,181,15,839,884,28,1.222972973,15.52
277,117,91,191,7,946,666,28,0.689530686,43.57
298,0,107,164,13,953,784,28,0.55033557,35.86
313,145,0,178,8,1002,689,28,0.568690096,41.05
155,184,143,194,9,880,699,28,1.251612903,28.99
289,134,0,195,6,924,760,28,0.674740484,46.24
148,175,0,171,2,1000,828,28,1.155405405,26.92
145,0,179,202,8,824,869,28,1.393103448,10.54
313,0,0,178,8,1000,822,28,0.568690096,25.1
136,162,126,172,10,923,764,28,1.264705882,29.07
155,0,143,193,9,877,868,28,1.24516129,9.74
255,99,77,189,6,919,749,28,0.741176471,33.8
162,207,172,216,10,822,638,28,1.333333333,39.84
136,196,98,199,6,847,783,28,1.463235294,26.97
164,163,128,197,8,961,641,28,1.201219512,27.23
162,214,164,202,10,820,680,28,1.24691358,30.65
157,214,152,200,9,819,704,28,1.27388535,33.05
149,153,194,192,8,935,623,28,1.288590604,24.58
135,105,193,196,6,965,643,28,1.451851852,21.91
159,209,161,201,7,848,669,28,1.264150943,30.88
144,15,195,176,6,1021,709,28,1.222222222,15.34
154,174,185,228,7,845,612,28,1.480519481,24.34
